ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
WP1946	Cori cycle	15/3788	15/5488	0.00381242141366283	0.182274463941266	0.172403001744599	226/2539/2597/2821/2875/3098/3939/5214/5223/5230/6513/6514/6517/6888/7167	15
WP2877	Vitamin D receptor pathway	101/3788	127/5488	0.00507963019602088	0.182274463941266	0.172403001744599	5243/215/11096/154/240/248/490/9914/604/768/838/875/892/595/898/4345/958/1017/54901/1026/1027/1030/1031/1032/1045/634/9075/79789/1493/1594/1555/1559/1565/29785/1576/1577/1673/11221/1946/50486/2539/1647/727936/3091/29923/3117/3118/3123/6927/3294/3397/3400/3486/3488/9173/3662/3663/3684/3726/9365/3827/3965/4041/126364/56262/55090/4600/4084/4650/4814/8204/5368/639/5588/5734/10125/6256/6275/6277/6279/6280/6304/7869/1992/6517/10568/6696/79689/412/6822/7040/7056/7077/7128/4982/7292/7168/22906/54210/7421/113835	101
WP5198	Inflammatory bowel disease signaling	28/3788	31/5488	0.00515891263504607	0.182274463941266	0.172403001744599	50943/2625/3108/3459/3594/3595/3606/8807/3552/50615/3566/3569/3725/4094/4772/64127/6095/6097/6772/6774/6775/6778/30009/7040/7097/7099/7100/7124	28
WP2882	Nuclear receptors meta-pathway	191/3788	250/5488	0.00520006635970108	0.182274463941266	0.172403001744599	5243/5244/1244/10257/64240/64241/11057/34/57007/51/177/196/57491/9049/211/241/347902/51129/335/345/221079/84002/581/8553/330/645/873/874/6347/6364/595/11140/10602/983/1027/8824/283848/80315/1374/1376/1545/1555/1557/1559/1576/1577/1551/66002/1622/29103/7266/1907/1956/1958/8507/2033/54566/1969/2042/2194/2258/9982/2289/2495/2512/2539/4616/2730/57678/387509/2877/2938/2939/2941/2946/2947/2948/2949/2950/1839/3082/3162/3320/3326/3303/3589/3553/3725/3726/9817/3895/56262/23764/4097/4199/4240/4258/26509/8648/10499/23054/4791/1728/8431/10062/9971/8856/2908/3084/8204/5142/5155/5166/5226/10769/5360/5460/5465/10891/5052/9588/22949/5743/5997/6256/6286/6319/6337/6342/6397/5265/5272/1836/376497/6513/6514/6515/6517/6518/11182/29988/27173/57181/201266/91252/23516/29985/55630/283375/25800/7922/64116/55334/6523/115584/159963/6526/6527/8884/200010/11254/340024/54716/6532/6533/6535/6536/23657/8140/6594/8243/10252/8878/6714/6720/5552/27286/6774/2040/6822/7040/7049/7056/7124/7128/84951/1831/7296/54658/7364/7421	191
WP558	Complement and coagulation cascades	39/3788	45/5488	0.00533014090482229	0.182274463941266	0.172403001744599	712/713/714/715/716/717/718/719/721/728/729/730/1604/629/1675/3426/1213/1191/1378/1380/2159/2161/2149/2152/2153/3827/3998/5648/5327/5328/5329/5627/5265/5104/5054/5345/710/7056/7450	39
WP2359	Parkin-ubiquitin proteasomal system pathway	49/3788	58/5488	0.00556181932020026	0.182274463941266	0.172403001744599	8573/834/841/898/55294/3303/3304/3306/3308/3309/3310/3312/3313/5700/5701/5702/5704/5706/5707/5716/5717/5718/5719/10213/5708/5709/5710/9861/5713/5714/25897/6477/6478/9627/7846/10376/7277/79861/203068/7280/10381/10383/84617/7317/7326/7327/51465/118424/9246	49
WP4917	Proximal tubule transport	35/3788	40/5488	0.00593980325509569	0.182274463941266	0.172403001744599	5243/1244/10257/9429/358/476/481/533/8992/528/51382/529/9296/9550/51606/762/6560/117247/6505/6575/6513/6514/142680/6519/6520/55244/6522/8671/6523/340024/54716/9056/23428/11136/6550	35
WP4494	Selective expression of chemokine receptors during T-cell polarization	19/3788	20/5488	0.00594373251982389	0.182274463941266	0.172403001744599	6348/6351/1230/729230/1233/1234/1236/940/920/2833/7852/3459/3460/3594/3595/8809/3566/7040/7043	19
WP453	Inflammatory response pathway	22/3788	24/5488	0.00909803342578663	0.264321813212327	0.250006901894192	940/958/941/942/1277/1278/1281/2335/3559/3560/3566/3911/3912/3913/3915/3918/3932/7057/7059/7132/7133/7535	22
WP619	Type II interferon signaling	29/3788	33/5488	0.0108814295198017	0.267503984260559	0.253016735685045	4261/3627/4283/1536/2633/3106/3383/2537/3433/3459/3460/3553/3659/3660/3662/10379/9636/3716/3717/4843/4938/5698/5967/8651/9021/6688/6772/6773/6890	29
WP2431	Spinal cord injury	70/3788	87/5488	0.0112955502141465	0.267503984260559	0.253016735685045	199/301/328/358/7832/713/836/6347/595/900/729230/961/983/1017/1027/50515/1282/1464/2919/3627/2920/1869/1875/1956/1958/2043/2212/2353/1647/2697/3383/3552/3553/3554/3569/3958/10288/4050/1241/4155/4282/4321/4318/4804/4843/3164/9423/5320/5362/5578/5743/5925/387/388/389/9475/6403/57556/9353/6586/7040/7099/7124/8741/10673/7157/1462/7431/64131/7538	70
WP3893	Development and heterogeneity of the ILC family	17/3788	18/5488	0.011381861737991	0.267503984260559	0.253016735685045	196/64919/8320/2625/6927/3398/3600/3606/3553/90865/3569/3574/4783/6095/30009/7124/9760	17
WP4300	Extracellular vesicles in the crosstalk of cardiac cells	17/3788	18/5488	0.011381861737991	0.267503984260559	0.253016735685045	332/967/975/1950/1956/3315/3479/3569/3791/4318/10611/5728/6647/8470/6696/6774/7099	17
WP4891	COVID-19 adverse outcome pathway	12/3788	12/5488	0.0116306080113287	0.267503984260559	0.253016735685045	59272/183/6347/6348/1440/3627/3553/3559/3569/3574/7113/7124	12
WP4197	Immune response to tuberculosis	21/3788	23/5488	0.0122034791001361	0.269452818531005	0.254860026680737	3430/3437/8519/3454/3455/3459/3460/3659/10379/3716/3717/9282/4599/4938/5696/5771/8651/6772/6773/6890/7297	21
WP117	GPCRs, other	24/3788	27/5488	0.0154673570746414	0.321025295783755	0.303639486477388	140/154/29929/1234/1952/1951/1131/1268/3577/3579/2833/1909/2149/29933/11245/1880/9290/2918/59352/53829/5737/1901/6608/6752	24
WP2911	miRNA targets in ECM and membrane receptors	20/3788	22/5488	0.0163158726293606	0.321025295783755	0.303639486477388	1278/1281/1282/1284/1289/1290/50509/1291/1292/1293/2335/3672/22801/3694/3910/3913/3915/6383/7057/7058	20
WP4495	IL-10 anti-inflammatory signaling pathway 	11/3788	11/5488	0.0168654593799436	0.321025295783755	0.303639486477388	644/645/3162/3587/3588/3552/3569/3716/6772/6773/6774	11
WP4629	Aerobic glycolysis	11/3788	11/5488	0.0168654593799436	0.321025295783755	0.303639486477388	226/2023/2597/2821/3098/3939/5213/5230/5315/6513/7167	11
WP2880	Glucocorticoid receptor pathway	49/3788	60/5488	0.0198198419556597	0.324302943965962	0.306739626634472	11057/57007/241/347902/51129/221079/84002/8553/330/6347/6364/10602/80315/29103/1907/8507/54566/9982/4616/387509/3320/3589/3725/3895/56262/4240/8972/4791/8856/2908/5142/10769/5460/5743/5997/6256/6286/6337/6397/5272/1836/10252/5552/2040/7049/7056/7128/84951/1831	49
WP3614	Photodynamic therapy-induced HIF-1 survival signaling	30/3788	35/5488	0.0199992242635762	0.324302943965962	0.306739626634472	285/578/581/597/598/637/332/664/665/1906/54583/3091/55662/3098/3486/3939/4170/4843/5160/5230/5315/5366/5743/5054/6566/6513/6515/7043/7157/7422	30
WP4545	Oxysterols derived from cholesterol	23/3788	26/5488	0.0201797441290037	0.324302943965962	0.306739626634472	641371/26027/55856/11332/23597/8309/9023/1593/51302/1576/9420/1628/1717/10682/2053/1880/80270/3638/7376/8856/6097/6342/11001	23
WP3287	Overview of nanoparticle effects	15/3788	16/5488	0.0215753934670892	0.324302943965962	0.306739626634472	10000/581/596/896/1001/1282/2335/3162/3569/3909/4798/5293/5742/5743/7124	15
WP3413	NOTCH1 regulation of endothelial cell calcification	15/3788	16/5488	0.0215753934670892	0.324302943965962	0.306739626634472	249/813/28514/54567/2261/2702/3672/182/3714/4256/4851/5327/6303/55553/7422	15
WP4493	Cells and molecules involved in local acute inflammatory response 	15/3788	16/5488	0.0215753934670892	0.324302943965962	0.306739626634472	718/729/730/3383/3552/3569/3676/3683/3688/3689/3827/6403/6404/7124/7412	15
WP530	Cytokines and inflammatory response	15/3788	16/5488	0.0215753934670892	0.324302943965962	0.306739626634472	920/1435/1440/2919/2920/3122/3123/3589/3600/3552/3553/3569/3574/7040/7124	15
WP2865	IL1 and megakaryocytes in obesity	19/3788	21/5488	0.0217376973310518	0.324302943965962	0.306739626634472	6347/2149/2205/1839/3383/3606/3553/3554/3654/4318/4615/114548/7941/6280/8991/7076/7077/7096/7097	19
WP4718	Cholesterol metabolism with Bloch and Kandutsch-Russell pathways	36/3788	43/5488	0.0224909673983214	0.326710894838774	0.309017169794111	39/2180/2181/2182/9023/1593/1595/1718/1717/10682/60481/3992/9415/2194/2222/2224/3156/3157/3158/51478/3422/4047/6307/4597/4598/29116/7376/10062/50814/6309/6319/6646/8435/6713/6720/7108	36
WP5097	CCL18 signaling pathway	26/3788	30/5488	0.0230936276359405	0.326863652693312	0.309161654721363	59/205/467/960/999/1278/2033/2335/8322/3091/3799/3939/440823/4313/4318/92140/5728/2185/100505648/6513/6772/7004/652995/7412/7424/7431	26
WP1433	Nucleotide-binding oligomerization domain (NOD) pathway	29/3788	34/5488	0.0252257949555046	0.348115970385963	0.329263007840271	9744/9447/84674/22900/834/838/840/841/842/50506/3320/3551/8517/3606/3553/4210/4671/4792/58484/22861/55655/114548/10392/64127/639/29108/5970/8767/10910	29
WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	81/3788	104/5488	0.0283565778286648	0.379622281607869	0.359063027607748	34/226/8553/720/721/836/54862/1051/1139/1374/1387/1390/10664/1499/1644/10522/1958/2033/54738/2305/2597/2624/2625/2697/23171/3030/3032/3065/9734/3091/7184/3329/3552/3553/3557/3569/3725/3764/4128/4150/4204/4602/4760/4791/4800/9722/2908/5087/5354/5452/5460/10891/133522/5573/5575/5576/5577/5979/6095/864/6330/6507/291/6532/6550/6640/6670/6750/6751/6752/6929/7068/7124/7166/11076/7259/6844/7422/7433/10971/7534	81
WP197	Cholesterol biosynthesis pathway	14/3788	15/5488	0.0295720255600333	0.379622281607869	0.359063027607748	1595/1717/2222/2224/3156/3157/3422/4047/6307/4597/4598/50814/6309/6713	14
WP4462	Platelet-mediated interactions with vascular and circulating cells	14/3788	15/5488	0.0295720255600333	0.379622281607869	0.359063027607748	6347/6352/958/3383/3553/6401/6403/6404/7040/7043/7097/7099/51284/7412	14
WP3937	Microglia pathogen phagocytosis pathway	31/3788	37/5488	0.0331799434781757	0.41286620855175	0.390506558813249	10095/712/713/714/1535/1536/2207/2209/3055/3684/3689/4067/653361/4688/4689/3071/5293/5294/5295/5296/8503/146850/5336/5777/5880/27036/54210/7305/7409/7410/10451	31
WP254	Apoptosis	63/3788	80/5488	0.0348803331514467	0.41286620855175	0.390506558813249	207/317/578/581/27113/596/598/637/330/332/665/834/843/835/836/837/840/841/842/8837/8738/1676/1677/56616/8772/356/3002/3070/3479/3480/3481/3551/8517/3659/3660/3661/3662/3663/3664/3665/3725/4049/4170/4193/4792/4793/4794/5295/5366/5551/5970/8737/9169/7124/8795/7132/7133/27242/8743/7157/8717/7185/7186	63
WP5098	T-cell activation SARS-CoV-2	60/3788	76/5488	0.0359747384890035	0.41286620855175	0.390506558813249	207/581/8915/598/84433/6363/56477/595/919/940/915/916/920/941/942/1026/1493/64798/2353/2534/9402/2885/3122/3123/3265/29851/3454/3455/3551/8517/3594/3595/8809/64207/3708/3717/3725/3932/3937/4049/10892/5604/4615/4772/4792/5170/5293/5295/5533/5588/5728/10125/5970/6009/6654/6775/7124/7157/7297/7535	60
WP4658	Small cell lung cancer	71/3788	91/5488	0.0364463073149935	0.41286620855175	0.390506558813249	207/208/10000/317/578/581/596/598/637/330/836/841/842/595/898/9134/1017/1021/1026/1027/1030/1163/1164/1282/1284/1285/1287/1288/1643/1869/1870/2272/2335/1647/4616/10912/3551/8517/3673/3675/3655/3685/3688/284217/3908/3909/3910/3911/3912/3913/3915/3918/10319/4792/4793/4843/5293/5295/5296/8503/5728/5743/5915/5925/5970/6256/7157/7185/7186/9618/7709	71
WP3529	Zinc homeostasis	24/3788	28/5488	0.0373973014992527	0.41286620855175	0.390506558813249	4493/4494/4495/4500/4499/4501/4502/4520/7779/55532/7782/148867/27173/57181/201266/91252/23516/29985/55630/283375/25800/7922/64116/55334	24
WP4786	Type I collagen synthesis in the context of osteogenesis imperfecta	24/3788	28/5488	0.0373973014992527	0.41286620855175	0.390506558813249	9509/649/1277/1278/79709/90993/60681/8321/3708/4015/4041/4040/8720/5033/8974/5034/5351/5352/5479/5176/871/55151/8792/4982	24
WP4823	Genes controlling nephrogenesis	24/3788	28/5488	0.0373973014992527	0.41286620855175	0.390506558813249	23607/948/1499/7852/2118/2737/6928/3611/3675/8516/3688/3791/3913/4690/8440/5155/5159/5979/6092/6469/9353/6943/7422/54361	24
WP4313	Ferroptosis	48/3788	60/5488	0.0399551716805108	0.42607749434261	0.403002359256168	2180/2181/2182/51703/23305/84883/1645/246/10533/571/875/51510/55847/27235/1356/1491/1536/1803/2222/2495/2512/2643/2730/3156/3162/3315/3658/10162/84557/81631/8031/5093/5094/5261/5447/6303/112483/6510/23516/64116/6520/30061/23657/7037/7157/7296/7417/7419	48
WP4225	Pyrimidine metabolism and related diseases	13/3788	14/5488	0.0403926515066218	0.42607749434261	0.403002359256168	790/1373/1806/30833/51251/5009/6240/6241/50484/7084/1890/7298/7372	13
WP702	Metapathway biotransformation Phase I and II	81/3788	105/5488	0.0409096144930404	0.42607749434261	0.403002359256168	10327/231/57016/1645/50515/55501/113189/9435/9469/1312/1545/1593/1594/1555/1562/1557/1558/1559/1565/1573/120227/29785/113612/51302/1576/1577/1551/57834/66002/8529/4051/285440/260293/1595/9420/2052/2053/2326/2329/2330/9514/79690/2877/2938/2939/2941/79807/2946/2947/2948/2949/9446/119391/2950/2954/3176/9653/9957/9953/9394/11185/8514/4258/122830/79829/55226/57106/9027/26151/3340/4837/6799/27284/6783/6822/6820/7172/54658/54575/79799/7364	81
WP306	Focal adhesion	130/3788	173/5488	0.0439365876711456	0.449129562860599	0.42480599385747	60/87/207/208/10000/2909/394/596/330/857/858/595/894/896/1101/1277/1278/1282/1284/1288/1290/50509/1292/1399/1499/1729/1950/1956/2002/2064/2268/2316/2317/2318/2321/2335/2534/2885/3055/3082/3265/3479/3480/3611/3672/22801/3673/3675/3676/3678/3655/3679/8516/3685/3688/3690/3691/3694/3695/3725/3791/284217/3908/3909/3910/3911/3912/3913/3915/3918/10319/5604/5601/10627/103910/10398/4638/5062/55742/29780/64098/5155/80310/5159/5170/5228/5293/5295/5296/8503/23396/5499/5501/4659/4660/54776/5578/5579/5728/5829/5880/5906/5908/2889/5923/5649/387/9475/6464/25759/6654/6696/6714/55359/7057/7058/7059/7094/83660/3371/10188/7408/7409/7410/10451/7422/7423/7424/7450/7791	130
WP24	Peptide GPCRs	23/3788	27/5488	0.0472759696915874	0.449502087443608	0.425158343577478	10396/624/719/728/1230/729230/1233/1234/1236/10803/3577/3579/2833/7852/10663/1909/2357/2358/2359/4886/4888/6751/6752	23
WP2876	Pregnane X receptor pathway	23/3788	27/5488	0.0472759696915874	0.449502087443608	0.425158343577478	5243/1244/10257/1555/1557/1559/1576/1577/1551/66002/7266/2939/3320/8648/10499/8856/8204/10891/6256/6714/27286/6822/54658	23
WP4754	IL-18 signaling pathway	169/3788	228/5488	0.0501337764529677	0.449502087443608	0.425158343577478	23/32/35/59/11096/57679/8125/321/55738/467/567/581/9031/596/598/637/274/330/650/669/7832/836/841/26093/6362/6363/6347/6364/6348/6351/6352/890/9133/948/975/9308/1051/1071/8837/9076/9069/24146/1277/1278/1281/10063/1374/1499/58191/2920/2921/1674/1891/2023/2035/2059/8772/83541/356/55294/2335/2353/1112/2896/338442/3162/3234/3257/3315/26353/3383/8870/3551/84818/3606/10068/8809/8807/3553/3559/3569/55272/3654/3659/3664/3725/3801/4254/10365/23395/3932/84823/9208/4050/5601/8720/4312/4322/4323/4313/4314/4318/4615/4666/29781/653361/4688/4776/4791/4792/4794/64332/4843/8431/10062/3164/51230/51604/5295/5585/7941/5337/8985/10848/9374/5578/5579/5728/5743/5778/5806/5905/22821/5970/5993/6004/860/8698/6385/80031/9497/9021/10418/6696/83931/9399/30009/7052/7076/55858/7114/7124/7127/7128/4982/7132/79931/10452/7157/7185/26133/54822/10194/7422/51341/80149/7702/51222/55311	169
WP383	Striated muscle contraction pathway	16/3788	18/5488	0.0501775253371178	0.449502087443608	0.425158343577478	59/1674/1756/4604/4621/10398/8736/7111/7134/7125/7168/7169/7170/7171/7273/7431	16
WP5193	Cholesterol synthesis disorders	16/3788	18/5488	0.0501775253371178	0.449502087443608	0.425158343577478	1595/1718/1717/10682/2222/2224/3156/3157/3284/3422/4047/6307/4597/4598/6309/6713	16
WP545	Complement activation	16/3788	18/5488	0.0501775253371178	0.449502087443608	0.425158343577478	712/713/714/715/716/717/718/720/721/729/730/1604/629/1675/5199/5648	16
WP1533	Vitamin B12 metabolism	29/3788	35/5488	0.0504875532998255	0.449502087443608	0.425158343577478	335/338/348/875/6347/6352/1491/8029/3383/3553/3569/3643/3949/84693/326625/4524/4548/4791/5327/5970/6288/6289/5054/6472/6647/6648/6947/6948/7124	29
WP2516	ATM signaling pathway	29/3788	35/5488	0.0504875532998255	0.449502087443608	0.425158343577478	25/637/672/835/891/898/993/995/983/1017/1026/1111/8738/2177/1647/8517/3725/5601/4193/4194/4683/4792/10111/5888/5883/8737/8243/7157/7158	29
WP4630	Measles virus infection	87/3788	114/5488	0.0523854239120768	0.458996095229625	0.434138183130996	103/317/578/581/27113/596/598/637/836/841/842/868/595/894/896/898/9134/940/915/916/1017/1021/1027/1457/1459/23586/9451/1965/8667/8772/356/2353/3303/3304/3306/3310/3312/64135/3454/3455/3551/9641/8517/3552/3553/3559/3560/3569/3654/51135/3661/3665/10379/3716/3718/3725/5601/4478/4599/4615/4791/4792/4793/4938/4939/4940/5293/5295/5296/8503/9367/25898/5970/6504/6772/6773/6774/6776/6777/29110/7097/7099/51284/7128/7157/8717/7297	87
WP2884	NRF2 pathway	84/3788	110/5488	0.0547977475228032	0.461998628117206	0.436978107448769	1244/10257/177/645/873/874/8824/283848/1958/1969/2042/2258/2495/2512/2539/2730/2877/2938/2939/2941/2946/2947/2948/2949/2950/1839/3082/3162/3320/3326/3303/9817/23764/4097/4199/4258/1728/3084/5155/5226/5052/9588/22949/6256/5265/6513/6514/6515/6517/6518/11182/29988/27173/57181/201266/91252/23516/29985/55630/283375/25800/7922/64116/55334/6523/115584/159963/6526/6527/8884/200010/11254/340024/54716/6532/6533/6535/6536/23657/8878/7040/7296/54658/7364	84
WP2361	Gastric cancer network 1	19/3788	22/5488	0.0560759204417624	0.461998628117206	0.436978107448769	86/324/6790/1063/55125/144455/1894/54891/56992/9585/286826/4605/4851/57122/8607/6286/64094/22974/11065	19
WP26	S1P receptor signal transduction	19/3788	22/5488	0.0560759204417624	0.461998628117206	0.436978107448769	207/208/10000/427/2771/2773/6300/5597/5598/5287/23236/5330/5331/29127/1901/1903/6610/8877/56848	19
WP430	Statin inhibition of cholesterol production	19/3788	22/5488	0.0560759204417624	0.461998628117206	0.436978107448769	64240/64241/84532/335/337/338/341/345/348/1071/8694/2222/3156/3949/4023/4547/5360/6646/6713	19
WP5090	Complement system in neuronal development and plasticity	65/3788	84/5488	0.0575955554199715	0.46754039105624	0.44221974440102	317/57194/23250/286410/57198/578/581/637/712/713/714/715/716/717/718/719/720/721/722/725/728/729/730/10487/843/836/840/841/842/1604/966/629/1675/3426/5199/1191/81035/1378/1380/286204/6376/9191/56616/9787/356/2219/2621/3684/3685/3687/3689/3690/5648/4155/10461/4240/56288/5359/57088/5584/5590/5627/710/7040/7043	65
WP4559	Interactions between immune cells and microRNAs in tumor microenvironment	22/3788	26/5488	0.059478624644891	0.475828997159128	0.450059463369427	6347/6352/29126/941/942/1493/3627/3559/3560/3566/51135/4791/5133/10401/8651/6774/6778/7040/7043/7099/51284/51311	22
WP4868	Type I interferon induction and signaling during SARS-CoV-2 infection	25/3788	30/5488	0.0612320993489659	0.482858840580417	0.456708590632889	59272/23586/64135/3454/3455/9641/51135/3661/3665/10379/3716/4615/4938/4939/4940/6772/6773/29110/7097/7098/7099/10333/51284/7113/7297	25
WP4912	SARS coronavirus and innate immunity	15/3788	17/5488	0.0656971617693863	0.510772299953539	0.483110337103271	59272/23586/64135/3454/3455/9641/3661/10379/3716/6772/6773/29110/148022/7098/7297	15
WP3929	Chemokine signaling pathway	105/3788	140/5488	0.0706411697905309	0.526480487871776	0.497967814615562	107/196883/111/112/113/115/207/208/10000/409/6356/6363/6364/6367/6369/6370/56477/6348/6351/6352/1230/729230/1233/1236/10803/1399/1445/6376/3627/6373/10563/9547/58191/2921/6374/4283/3579/2833/7852/10663/1794/9844/2268/2771/2773/2783/59345/10681/2791/2786/2787/2793/2885/2869/2870/3055/3265/3551/8517/3702/3717/3718/4067/5604/653361/4792/4793/56288/5293/5294/5295/5296/8503/23533/23236/5330/5331/57580/5579/5590/5613/2185/5829/5880/5906/5908/10235/5970/9475/6464/25759/6654/6655/6772/6773/6774/6777/7074/26230/7409/7410/10451/7454/6375/2829	105
WP5053	Development of ureteric collection system	36/3788	45/5488	0.0714996847069667	0.526480487871776	0.497967814615562	650/652/653/655/168667/657/595/23399/1499/2118/80144/158326/2625/10220/2674/2735/2737/2719/23426/6928/3611/8516/3688/5087/5915/5916/5979/6091/6092/6469/9353/4086/6608/10252/57216/7481	36
WP129	Matrix metalloproteinases	18/3788	21/5488	0.0715326749825782	0.526480487871776	0.497967814615562	4312/4319/4320/4321/4322/4323/4327/4313/10893/64386/79148/4314/4316/4318/6942/7076/7077/7124	18
WP4864	Host-pathogen interaction of human coronaviruses - apoptosis	18/3788	21/5488	0.0715326749825782	0.526480487871776	0.497967814615562	207/317/581/27113/596/598/637/836/840/841/842/8772/356/5600/6300/5603/4170/7124	18
WP5109	Familial hyperlipidemia type 2	11/3788	12/5488	0.0744488244347082	0.540733566946828	0.511448987806306	335/337/338/1071/2053/2690/3949/4023/255738/5360/7391	11
