GeneSymbol	ENTREZ.ID	log2FC_ileum	pvalue_ileum
CASS4	57091	1.19611460029035	4.4219207831468e-05
CBR3	874	1.37746315094047	3.270555426187e-08
CCBE1	147372	1.07010561914395	0.00102556594859438
CCDC102B	79839	0.769796417833275	0.00070587534204716
CCDC3	83643	1.29237848637119	5.19862208377915e-05
CCDC71L	168455	0.710941974459798	0.000332562718859926
CCDC80	151887	0.73476445781485	0.0130161170297532
CCL11	6356	1.04180799143085	0.0109007670672573
CCL13	6357	0.765562685467931	0.0442390565604342
CCL18	6362	1.17928532473018	0.00993196816732188
CCL2	6347	1.89303844295037	8.81068310737278e-08
CCL20	6364	1.04419374313283	0.00978143501804223
CCL23	6368	-1.20037725533385	0.0132763994157468
CCL24	6369	0.981489847452487	4.88086829046887e-05
CCL3	6348	1.73867553673379	5.21131473781811e-05
CCL4	6351	1.40753592186294	0.000283842416539872
CCL8	6355	1.16055355109549	0.00366673662613605
CCR1	1230	1.07957735035825	0.000357274020807499
CCR2	729230	0.839853919777587	0.00404176428788486
CCR9	10803	-0.593194443459919	0.0351238753046661
CD109	135228	0.754314807445649	0.00531914710966928
CD14	929	0.675716791097361	0.00528842592112638
CD163	9332	0.936320506855372	0.0011402599125118
CD177P1	653579	-3.67161116153289	5.10803979692597e-08
CD248	57124	1.07596878582065	0.000292222233622543
CD274	29126	1.55625656623687	4.88890675176323e-06
CD276	80381	0.722489112490385	3.03898876414673e-05
CD300A	11314	0.678885097313601	0.00598471986701087
CD300C	10871	0.948476777847668	0.000474707678334959
CD300E	342510	5.50931733705183	6.41771982297028e-19
CD33	945	0.698066431448389	0.00197369471140176
CD34	947	0.775336472657795	0.000939319976967417
CD55	1604	1.63394279109691	5.09064578985105e-08
CD80	941	0.919743652151502	0.0139869552109965
CD86	942	0.743045885656544	0.00538673233513573
CD93	22918	1.07390224303361	4.59086240184691e-05
CDC25B	994	0.747879347282667	0.000135878217785529
CDC42EP2	10435	0.600918556953525	0.00936103241411347
CDH11	1009	0.886659244524956	0.00115282273475653
CDH13	1012	0.924556944606815	0.000880997806001566
CDH3	1001	1.15255111197812	0.00940218422871751
CDH5	1003	0.954858331245801	0.000105643141389438
CDH6	1004	0.7934217141132	0.00292271288938893
CDHR1	92211	-0.831929143927422	0.00627869554365481
CDK20	23552	-0.750308496558336	6.26321500923176e-05
CEACAM1	634	-0.714227536530156	0.00817950772343783
CEACAM7	1087	-3.47637223203521	4.08680412006983e-13
CEBPB	1051	1.22809354022157	6.64325633824927e-06
CERCAM	51148	0.907150951576882	0.000851753336718188
CFB	629	0.71060259419901	0.0180681658200075
CFH	3075	0.674209565968855	0.00960822867443624
CFI	3426	1.14110232655236	0.000329983455380519
CGREF1	10669	0.591719846021852	0.0202751903976162
CH25H	9023	1.12353050774797	0.000141216130588156
CHAC1	79094	1.45550440446701	3.7067430943233e-06
CHI3L1	1116	4.56779254284595	2.63818745196941e-12
CHRDL2	25884	2.34671020782369	1.06642332351044e-05
CHRNA5	1138	0.879365394638009	2.63824433108032e-09
CHRNA7	1139	-0.665507405372027	0.0102066399386172
CHST15	51363	0.638088221791846	0.020538893992689
CHST3	9469	0.7720641343285	0.00294294536543567
CKB	1152	-1.73912175342892	5.82012954402858e-05
CLC	1178	0.889958567681246	0.0143051433072095
CLDN1	9076	1.1949198007678	0.000462577859822458
CLDN18	51208	2.78117283189796	7.35003728519894e-07
CLDN8	9073	-2.65191216056319	6.75602360945582e-08
CLEC11A	6320	0.620952843037993	0.0111279874520047
CLEC12A	160364	1.26425133054172	0.000217408811236873
CLEC14A	161198	0.68194154685171	0.0046898985478331
CLEC1A	51267	0.735329850094593	0.00487614664853874
CLEC2B	9976	0.615375875940776	0.0386974781815245
CLEC4A	50856	1.03769658370081	0.00114422044794964
CLEC4E	26253	3.0370141350378	1.96342260960658e-07
CLEC7A	64581	1.18838243476471	5.91145950688498e-05
CLMP	79827	0.693167763555325	0.0116275170365256
CMKLR1	1240	0.585831724821249	0.0113164743809601
CNTFR	1271	-0.891045506641256	0.0310672529572026
CNTN3	5067	-0.778702680387337	0.00200008002181661
CNTNAP1	8506	0.652440857033452	0.016409543265348
COL12A1	1303	1.25455595000449	0.00210595369444935
COL14A1	7373	0.702493290311765	0.0172754383666976
COL15A1	1306	1.53793856970119	2.04945863009554e-06
COL18A1	80781	1.39667009419069	1.1428812057738e-05
COL1A1	1277	1.82889654991385	2.2542413045897e-06
COL1A2	1278	1.36340286375537	4.64697463355986e-05
COL23A1	91522	0.743468070532847	0.0292781069574025
COL2A1	1280	-1.11199664554133	0.0026468829532587
COL3A1	1281	1.56602256490822	2.62282059652068e-06
COL4A1	1282	1.71682572607692	1.44934903150419e-07
COL4A2	1284	1.1172669839784	3.42459108464068e-05
COL5A1	1289	1.10251229566492	0.000262249863368759
COL5A2	1290	1.46416320415966	5.52368105889985e-06
COL5A3	50509	1.42503547497072	2.05322899679367e-05
COL6A1	1291	0.858496504500197	0.00386745803486037
COL6A2	1292	0.745107090012572	0.0081495182516523
COL6A3	1293	1.34738292914035	4.35522449450673e-05
COL7A1	1294	3.79433735059646	1.27669171257256e-13
COL8A1	1295	2.94129442317079	2.12857082548804e-09
COPZ2	51226	0.686097087803575	0.000842356581301859
CPA3	1359	0.993743719916782	0.00015985209016218
CPB1	1360	-1.05197006811261	0.0203162078037974
CPVL	54504	0.636871567561527	0.00281622385280827
CPXM1	56265	1.41050145317674	0.000506104367806681
CR2	1380	-1.09557992132474	0.035689098281659
CREB5	9586	1.49697960594492	9.38790955186056e-06
CRISPLD2	83716	1.02059373414867	0.000107121763055517
CSF2RA	1438	0.669035664697718	0.0104888973252106
CSF2RB	1439	0.767537836606009	0.0254455604649826
CSF3	1440	7.89972506074687	4.08232054013166e-22
CSF3R	1441	3.43019698523112	6.75450606823754e-12
CSGALNACT1	55790	1.04300232299876	0.0020099113498697
CTHRC1	115908	2.00439377787837	2.71485485831e-06
CTSB	1508	0.622934887130745	0.000102250626009145
CTSC	1075	0.667961187635499	0.000455476655892858
CTSG	1511	0.71762475874239	0.0247680887830014
CTSK	1513	1.32251900698644	6.34886734949426e-05
CTSL	1514	0.971149889511554	5.63692294559249e-05
CWH43	80157	-2.43257325091158	1.56352834711502e-07
CX3CL1	6376	0.689652014514154	0.00206073383799243
CXCL1	2919	3.38222557205997	6.55033497511473e-13
CXCL10	3627	2.22670885653209	1.02064683518718e-06
CXCL11	6373	2.11344007797449	1.95898426812826e-05
CXCL16	58191	0.587551021363629	2.16622714724171e-05
CXCL2	2920	2.35407561910171	1.10827647609015e-07
CXCL3	2921	2.27720838145328	2.03408946126422e-07
CXCL5	6374	4.70839770733916	6.81206548752424e-14
CXCL6	6372	2.88511596265334	1.02246319973014e-09
CXCL9	4283	2.25617293305977	5.55729374619519e-06
CXCR1	3577	6.19712732741534	2.05393526781716e-20
CXCR2	3579	4.7864908388856	8.06249554132302e-18
CXCR2P1	3580	1.39686616999514	0.000105914658913269
CYP1B1	1545	1.27275981881156	0.00016254995006986
CYP26B1	56603	1.19797255386199	0.000523242542720805
CYP27B1	1594	1.81164488104466	2.01363230530093e-08
CYP2B6	1555	-0.646060236128745	0.048473360968295
CYP3A5	1577	-0.67335483473016	0.010825009119014
CYP3A7	1551	-0.830861815147059	0.00824637043484427
CYP7B1	9420	1.31037276325923	0.000302934197422592
CYYR1	116159	0.763230394112701	0.000843584132097927
DAO	1610	-3.1788915430759	1.3264653060722e-08
DCN	1634	0.952617388912932	0.00150184949127781
DEFB1	1672	-0.6547713652654	0.0265883833188569
DEFB4A	1673	6.70838032272821	1.641343725955e-10
DENND5A	23258	0.688523403294629	0.00613177744107374
DERL3	91319	1.07420680190352	0.00119063175930773
DHRS9	10170	-0.726092568808623	0.0159576435295854
DKK3	27122	0.608523855680867	0.0077418030433832
DLC1	10395	0.630362272782572	0.00354678371932602
DMBT1	1755	1.00665667037632	0.0179586380162243
DMRTA1	63951	-1.16108563657723	9.08963815385798e-05
DNAH7	56171	-0.663820505476163	0.00337359377646215
DNAJB5	25822	0.643304205637868	0.00270549112446573
DOCK4	9732	1.02518474806497	6.74452751168015e-06
DRAM1	55332	1.02983908114889	2.99751851926524e-05
DSE	29940	0.754959538907121	0.00355041111037601
DTX1	1840	-0.851565956276164	0.0174257685946013
DUOX2	50506	3.02744041243414	3.03869584551434e-08
DUOXA2	405753	3.83781830605038	8.46857638861108e-10
DUSP4	1846	1.04471742925043	0.000150107302129251
DYSF	8291	1.37054257729334	5.18434079151137e-06
ECM1	1893	0.907272671847456	0.000549161173246199
ECSCR	641700	1.12982625271373	0.000144050589137684
EDNRA	1909	1.70409341156879	4.20523523921225e-07
EFEMP2	30008	0.604393283715428	0.0112842897810711
EGFL6	25975	3.23997609693219	1.78860240762366e-11
EGFLAM	133584	0.89313696534075	0.00176859251658651
EHD2	30846	0.815853273313922	0.00143757660719289
ELL2	22936	0.637680443695124	0.000139772849919483
EMCN	51705	0.652582995928976	0.00186855995089425
EMILIN1	11117	0.703805831441527	0.00615247435430351
EMILIN2	84034	1.13856749524419	8.75358711943539e-07
EML6	400954	-1.09291722448644	7.98896922402936e-05
EMP3	2014	0.670009612956406	0.017200422187904
ENG	2022	1.03560869315272	5.13735380965114e-05
ENKUR	219670	1.13194160606216	0.00206379395553247
EPHA10	284656	-0.606697011594899	0.0001243906269578
EPN3	55040	-0.593092997371971	0.00639004440630122
ERAP2	64167	1.06414746984222	0.00579978239572521
ERG	2078	0.739108296832852	0.00080610194059443
ERRFI1	54206	0.642874637352802	0.00735334554065544
ESAM	90952	0.741165196697336	8.2962847718569e-05
F2R	2149	0.617460680790575	0.0106206206543778
F2RL2	2151	1.64859430201106	1.99833347620586e-06
F2RL3	9002	0.70717061772822	0.00247876840427692
F3	2152	0.606757077274164	0.000578727680115461
F5	2153	1.14693563050533	6.39740202952632e-05
FADS1	3992	0.988266363100868	0.00113806667408798
FAM110B	90362	0.952486651955202	0.000164904565343088
FAM13C	220965	0.740895739068817	0.00427434754679568
FAM151A	338094	-0.953807924771617	0.03489099518322
FAM167B	84734	0.929004081789854	0.00045760056236435
FAM20A	54757	1.89937365609378	3.32199742721175e-06
FAM47E	100129583	-0.875357355332862	7.69299076877825e-05
FAM83A	84985	2.6939864848703	2.24869477528315e-08
FAP	2191	3.63970114933635	3.44732587572265e-13
FBLN1	2192	0.599572631473513	0.0250469383586152
FBLN2	2199	0.96089468223286	0.00342002598002327
FBN1	2200	0.995920132596573	0.000776180151688217
FBXO6	26270	0.753019428439282	1.34642055645355e-05
FCAMR	83953	-1.16619255724017	0.00106068723902782
FCER1G	2207	1.34400390424253	7.90442427372356e-07
FCGR1A	2209	2.38803294811839	8.4438705655729e-08
FCGR2A	2212	2.32387359876392	9.40364896216255e-10
FCGR3A	2214	2.33485830760109	5.05620701553809e-09
FCGR3B	2215	5.99261099187135	1.13659522924677e-20
FCN1	2219	3.20006826443385	7.1621192335511e-10
FCRL4	83417	-1.11290436110253	0.0238556600655606
FDCSP	260436	-1.23898870434583	0.0467871639644954
FER1L4	80307	1.41671875897295	0.000451323823983864
FERMT2	10979	0.707016177524503	0.00216109743862088
FFAR2	2867	2.17017120185951	5.97277498159533e-07
FGF2	2247	1.06898206869411	0.000203535034088773
FGF7	2252	1.74558558731214	1.27431370944979e-06
FGR	2268	1.12247767743874	0.00386140142713842
FHL3	2275	0.798496413825345	0.000753983562156171
FIBIN	387758	1.8785169053992	9.37702720403694e-06
FKBP10	60681	1.06778694208189	4.95439705019724e-05
FKBP11	51303	0.997364431355671	1.46861699928018e-05
FLRT3	23767	0.606848148564633	0.00504111897730563
FLT1	2321	0.756566033719235	0.000599868416231009
FLVCR1	28982	-0.629838472206675	0.00706480014486027
FMN2	56776	-0.985298478053196	0.00837115751960789
FN1	2335	0.736523718954418	0.00356397786954844
FNDC3B	64778	0.657799594426245	2.15346586168215e-06
FOLH1	2346	2.27256381014482	1.17626163606179e-05
FOSB	2354	-1.79519809831146	0.00123406837535642
FOXD2	2306	-0.733092087819043	0.0104963253980029
FOXP3	50943	1.19227470121129	0.00185017326122882
FPR1	2357	3.92017994942516	1.92423080806497e-11
FPR2	2358	5.44479015273038	1.98826681114171e-17
FPR3	2359	0.75676574410978	0.000484386811259444
FRAS1	80144	-0.841436136838909	0.000972487278735394
FRMD1	79981	-0.812346519075828	0.0138260729427427
FRMD5	84978	0.674185474356334	0.000565403479151405
FRMD6	122786	0.597827317448253	0.0118071491550963
FSCN1	6624	0.664177752796263	0.0297242887465072
FSIP1	161835	-1.02795419972854	0.000336368347860334
FSIP2	401024	-0.601867701088907	0.0189305002214678
FSTL1	11167	1.09060431729087	5.4579194907307e-05
G0S2	50486	1.08051329871174	0.0056317593254188
GAL3ST2	64090	-1.31763640417717	0.00563875171980719
GALNT15	117248	1.37717032656373	0.000351432669970395
GALNTL6	442117	2.67509225231872	9.72833520928324e-12
GAS1	2619	2.31460306625513	1.98485657006035e-05
GATA2	2624	0.842113353288654	0.000218741550523071
GBP1	2633	1.69146436298702	4.23589283587069e-08
GBP1P1	400759	1.99114381009291	4.428482272497e-07
GBP2	2634	0.610377823736628	0.000641250510040886
GBP4	115361	1.1693473173652	0.000106180833673414
GBP5	115362	2.12823226712396	1.5384726806808e-07
GCSAM	257144	-1.17444071451008	0.00149370696653558
GCSAML	148823	0.657885332489929	0.00864927943107058
GFPT2	9945	1.84847325061671	8.33540509779906e-06
GJA1	2697	1.0502368917929	4.1137998114176e-05
GJA4	2701	0.782000204650016	0.0187563020733633
GJA5	2702	1.0960670819734	0.00148214917070812
GLDC	2731	0.637017939385493	0.0207131170911937
GLDN	342035	-3.28473988853209	9.83185409709214e-13
GLI3	2737	0.64497819555012	0.0159805430707502
GLIS3	169792	0.715311759686315	0.00327460598204052
GLRA2	2742	-3.06542190366859	4.87985705721023e-11
GLT8D2	83468	0.781065464002113	0.00185546063804995
GMPR	2766	0.857433447579945	9.0016762886533e-06
GNA15	2769	1.37827587813588	2.04752509162789e-06
GNAI1	2770	0.60221266511053	2.93478817847116e-05
GNB4	59345	0.611539512409532	0.0147580649862639
GNG11	2791	0.723295427532621	0.000405713801199251
GP2	2813	-1.11391936563114	0.00137822390592518
GPC6	10082	0.656539384275589	0.0124212928181121
GPM6B	2824	0.732652790246092	0.0121143283098957
GPR161	23432	0.617528171330947	0.00860353727604465
GPR176	11245	0.69514820547936	0.0495589891314313
GPR68	8111	0.766072149257026	0.0046612349201973
GPRIN2	9721	-0.592893114199026	0.00629666368159857
GPX8	493869	1.12141388946681	1.92080612482373e-06
GRAMD1A	57655	0.690156979212261	0.00113541500006024
GREM1	26585	1.29737745918813	0.00283269855762739
GRHL1	29841	0.838227214278444	0.000971550398338005
GRIN3A	116443	1.24851877755226	0.000244209773460593
GUCY1A2	2977	0.671466556932664	0.0237225217117539
GZMB	3002	1.95551868259577	1.16549719237387e-06
H19	283120	1.76003510426092	2.13894666132271e-05
HAPLN3	145864	1.26641924584291	0.00231948865240366
HAS2	3037	0.768197339817825	0.000214156634228315
HAVCR1	26762	-1.21984388286327	0.0122384895689679
HAVCR2	84868	0.729221347028959	0.00350617793323459
HCAR2	338442	4.15429057069035	1.5978961330849e-14
HCAR3	8843	6.31742905203678	1.1421714419515e-24
HCK	3055	0.775137050870163	0.00398265392116278
HDC	3067	0.904746224851571	0.00275543562962008
HECW2	57520	0.664468907018331	0.00892710017103695
HGF	3082	1.94159005009987	8.65171653059656e-09
HIF1A	3091	0.999737331187189	2.05379286388596e-07
HIP1	3092	0.617818574271505	0.000870285489676663
HK3	3101	1.56042513298737	5.62862778333264e-06
HLA-H	3136	0.597930942958438	0.0397517597730108
HLX	3142	0.811869731241619	0.00236048661288782
HOXD10	3236	-1.87448097009678	0.000690760010237746
HOXD12	3238	-2.51064764976278	0.000346539992741738
HOXD13	3239	-3.04294626287424	1.06907595084389e-05
HS3ST3B1	9953	0.605658754563224	0.0174865749050469
HSD11B1	3290	2.64596413119798	2.94048580099316e-09
HSPA12B	116835	0.734215806915965	0.00274163094964362
HSPA6	3310	2.07049085603254	1.65449586813034e-09
HTRA1	5654	0.850783925576012	0.000672428239180949
HTRA3	94031	1.45975247282297	1.77687892232273e-05
HYAL2	8692	0.600609929501331	8.36846695799879e-05
ICAM1	3383	1.38112456952848	1.70484940202041e-05
IDO1	3620	2.10067145610452	6.02794038888753e-06
IER3	8870	0.709397517721508	0.0408489305577438
IFI44L	10964	0.804666968963684	0.0125021951065473
IFI6	2537	0.729001423558188	0.0138898655051054
IFITM1	8519	0.925308352893355	0.00166122641766276
IFITM2	10581	1.23983693293046	4.48111662703457e-06
IFITM3	10410	1.2388371501925	3.68739674113912e-06
IGDCC4	57722	0.742664200033641	0.0162365951896353
IGFBP2	3485	0.801992580719176	0.000245923368838105
IGFBP5	3488	1.95035528436679	4.21949722197321e-08
IGFBP7	3490	0.76771402963696	0.00198553801553735
IGHA1	3493	1.14690863065385	0.000576298387103278
IGHA2	3494	0.885106779587884	0.0127317406736602
IGHG1	3500	1.5468157977428	0.00260009994652015
IGHG2	3501	2.27779557672268	9.1895196293604e-06
IGHG4	3503	1.38544166378103	0.0113633025480212
IGHGP	3505	1.557705433449	0.00493561804544754
IGHJ4	28477	1.30861460941852	0.00255047715873294
IGHJ5	28476	0.879540188192319	0.0229372970051736
IGHJ6	28475	0.78023081605248	0.0365357228405327
IGHM	3507	1.25208834511675	0.00351957509508934
IGHV1-18	28468	1.40258550977076	0.000167589625170795
IGHV1-2	28474	1.47647083487329	0.000542187146479945
IGHV1-24	28467	1.70468623458861	0.000161551807019945
IGHV1-3	28473	1.80647742522117	0.000264465430210549
IGHV1-45	28466	1.01114878571434	0.0351616956507491
IGHV1-46	28465	1.93836627778413	4.55252250379405e-07
IGHV1-58	28464	1.28768119428498	0.00345891094467305
IGHV1-69	28461	1.60020968800446	9.31795392229554e-05
IGHV1OR15-2	100287128	1.42249383952992	0.000392192971921203
IGHV1OR15-3	646370	1.78924177087974	0.000115562942037398
IGHV2-26	28455	1.25311742133177	0.00267998613127987
IGHV2-5	28457	0.96202612589851	0.00945854865568315
IGHV2-70	28454	1.53701869352605	0.000291672374982622
IGHV3-11	28450	0.871926948196547	0.0110644419694036
IGHV3-13	28449	1.3531163874243	0.000725294074652166
IGHV3-15	28448	2.40179061556525	2.27872346014714e-09
IGHV3-21	28444	1.35764900858044	0.000127183293946599
IGHV3-23	28442	1.51231038089589	3.06370393830021e-05
IGHV3-30	28439	1.21183070941512	0.00056974756950893
IGHV3-33	28434	1.54623320703701	1.58375303220775e-05
IGHV3-43	28426	1.68450508484266	0.000215292553563005
IGHV3-48	28424	1.32377563950271	2.4311856928622e-05
IGHV3-49	28423	1.76758577615839	6.08163709070186e-06
IGHV3-53	28420	1.60027412888937	6.18056379424645e-05
IGHV3-64	28414	2.14397791085517	3.97034745799967e-06
IGHV3-66	28412	1.49290555933051	0.00129870645894698
IGHV3-7	28452	1.88303155907204	2.33799857689342e-07
IGHV3-72	28410	1.46661260536254	9.89878983158121e-05
IGHV3-73	28409	1.63893170651158	5.60732365780752e-05
IGHV3-74	28408	2.02774478780602	4.61901948088534e-08
IGHV3OR16-13	100287372	3.00252676584142	1.00382813802612e-08
IGHV3OR16-8	388255	1.14750792281321	0.00222094954658052
IGHV3OR16-9	28307	1.14829409314298	0.00147893976465632
IGHV4-28	28400	1.85771444177819	3.00766512866623e-06
IGHV4-34	28395	1.79287762184843	2.63923150880304e-05
IGHV4-39	28394	1.37269407068901	0.000374842998887582
IGHV4-55	28393	1.04705101588505	0.0149730110711334
IGHV4-59	28392	1.36005743690888	8.24060251012285e-05
IGHV4-61	28391	0.942996900231209	0.00990065759565546
IGHV4OR15-8	28317	2.28812152708838	7.09397389469493e-07
IGHV5-51	28388	1.35218517709161	0.00016709496595825
IGHV6-1	28385	2.0760476900728	2.89519458333014e-07
IGKJ4	28947	1.00131061513629	0.0271664118499557
IGKV1-12	28940	1.69963343902959	4.05006264890038e-06
IGKV1-16	28938	1.01395912782511	0.00707060207051172
IGKV1-17	28937	1.32652807827209	0.000482838808884374
IGKV1-27	28935	1.82938943088065	1.3396318998114e-06
IGKV1-39	28930	1.45234565137173	0.00326657302052512
IGKV1-5	28299	1.55959757811111	1.42709501817459e-05
IGKV1-6	28943	1.58161819990924	4.63471477303657e-05
IGKV1-8	28942	1.03345357363146	0.0134138818150426
IGKV1-9	28941	1.58160929683792	3.14006192798941e-05
IGKV1D-12	28903	0.970156424726038	0.0231411898430983
IGKV1D-13	28902	1.5206726774473	0.00424458627018027
IGKV1D-16	28901	1.31012383939697	0.00196444671345252
IGKV1D-27	28898	1.40488378785665	0.0107008560960747
IGKV1D-39	28893	1.22560479818877	0.0121653220939653
IGKV1D-8	28904	0.858435929815755	0.0247597542317722
IGKV1OR2-108	28862	1.15266301573667	0.00500036353015155
IGKV2-24	28923	2.21594643276946	3.99571493693705e-08
IGKV2-29	28920	2.75308960233325	5.11108930011872e-05
IGKV2-30	28919	1.68854600874413	8.15762098939066e-06
IGKV2D-24	28885	1.83493360166613	1.61390083411447e-05
IGKV2D-28	28883	1.42953057581734	0.00830224663967066
IGKV2D-29	28882	2.18122694163018	3.60180068564196e-07
IGKV2D-30	28881	1.96070031790807	5.41937536034392e-05
IGKV2D-40	28878	1.04882477603348	0.031062173857293
IGKV3-11	28914	1.34969557200338	0.000168579440096153
IGKV3-15	28913	1.7874508697365	2.77439897239255e-06
IGKV3-20	28912	1.73749224721393	1.01110049387621e-06
IGKV3D-11	28876	1.09407825160543	0.00665893593841821
IGKV3D-15	28875	1.12678622916843	0.00121783088065743
IGKV3D-20	28874	1.57985140513904	4.82557349558182e-05
IGKV3OR2-268	3523	1.38175349479867	0.000335245749510475
