GeneSymbol	ENTREZ.ID	log2FC_rectum	pvalue_rectum
ACAD10	80724	-0.335573991336085	0.00047283848852073
ACAD8	27034	-0.112116853127565	0.0282232376252515
ACADM	34	-0.524300365403043	0.000258489162860271
ACADS	35	-0.696341059670891	0.00023111477098112
ACADSB	36	-0.440815840861468	3.01202094524153e-05
ACADVL	37	-0.0786013413143117	0.458339872503321
ACAP1	9744	0.903096916270831	0.00587943800811102
ACAP3	116983	0.130512561382114	0.334484437471709
ACAT1	38	-0.570298233766223	0.000117693813817268
ACAT2	39	0.514164064246467	0.000344088840763652
ACBD3	64746	0.403530306666685	7.17767320082076e-08
ACBD4	79777	-0.432253299962772	0.0137698735417558
ACBD5	91452	-0.232960974523488	0.0376420194759901
ACBD6	84320	0.0757512651618506	0.362438882648968
ACCS	84680	-0.260963628051245	0.274454912581042
ACD	65057	0.262922582096521	0.0846777803364199
ACE	1636	-1.20253330691722	0.000214770251522326
ACE2	59272	-0.922191828435261	0.00927865173441112
ACER2	340485	-0.630120152964529	0.0122662701459982
ACER3	55331	0.16784777329209	0.044168122770645
ACHE	43	0.520347135405497	0.012011344222961
ACKR2	1238	-0.668695622426279	0.000618974805106384
ACKR3	57007	0.648780900223984	0.000610089549608326
ACKR4	51554	2.03252525773069	7.41589121175914e-07
ACLY	47	0.227982667189154	0.00199661947025228
ACO1	48	0.228158271273078	0.0087009418690936
ACO2	50	-0.370091039095678	0.00181462022017832
ACOT11	26027	-0.429930515586175	0.0102678044186055
ACOT13	55856	-0.548314919019422	1.93186352812929e-06
ACOT2	10965	-0.380147819478429	0.00254641566818081
ACOT4	122970	-0.110958240487955	0.529490145713304
ACOT7	11332	0.191270870839398	0.110321204291272
ACOT8	10005	-0.423029079781836	0.000198771572275986
ACOT9	23597	0.660472461888711	7.02391154713444e-09
ACOX1	51	-0.659669256070478	0.000282341589727171
ACOX2	8309	-1.01566731560891	3.96226766311693e-06
ACOX3	8310	0.196098803647872	0.0102446659168702
ACP5	54	0.370738111426908	0.100423049186726
ACP6	51205	-0.118946343287776	0.276593993753774
ACRBP	84519	-0.128602134747184	0.460587887717403
ACSF2	80221	-1.06493954533923	1.01081056574645e-06
ACSF3	197322	-0.301689912441086	0.0004306276904472
ACSL1	2180	1.20592902024711	0.00012164741819321
ACSL3	2181	0.253599833076951	0.00322872921883688
ACSL4	2182	1.45134677461066	3.54880068059697e-06
ACSL5	51703	-0.323036081788518	0.0521596045001475
ACSM1	116285	0.60854668650916	0.0559526360301568
ACSM3	6296	-0.225319871067827	0.266261569269168
ACSS1	84532	-0.387585530263225	0.00215842728294372
ACSS2	55902	-0.278970154385063	0.0515336531406798
ACSS3	79611	0.309116831392285	0.198432921938306
ACTA2	59	0.482704466352389	0.0645952682420572
ACTB	60	0.456911899579398	0.000837769953340383
ACTBP2	62	0.583263642215974	0.0173807331271014
ACTG1	71	0.207228786872501	0.043287671450657
ACTG2	72	0.888740978078537	0.0102761960043255
ACTN1	87	0.570903656581889	7.28648379693289e-05
ACTN4	81	0.138518309127735	0.133435413991597
ACTR10	55860	0.0715552340979326	0.0513695306730547
ACTR1A	10121	0.108704292285138	0.0241753293025309
ACTR1B	10120	-0.0946802586446649	0.0998895907577845
ACTR2	10097	0.209238144536309	0.00444474556935836
ACTR3	10096	0.51315572375072	3.12476567828053e-08
ACTR6	64431	0.10248016400586	0.0696693458734109
ACVR1	90	0.618591729451456	1.52614881231493e-08
ACVR1B	91	-0.617115719802706	2.89598047889061e-06
ACVR1C	130399	-0.625623603325647	0.00409142634771031
ACVR2A	92	-0.657734235791187	6.08922958992345e-06
ACVR2B	93	-0.552860171860107	2.08016166643052e-05
ACVRL1	94	0.10649511066413	0.580349551435842
ACYP1	97	-0.149255722198627	0.152442673514341
ACYP2	98	0.307049281857597	0.00697612461268394
ADA	100	1.15148453917515	0.000100616490771167
ADAL	161823	-0.287098585677734	0.00126823047015771
ADAM12	8038	2.02094987577269	2.98759986419034e-05
ADAM15	8751	0.494485300498519	2.024682059598e-05
ADAM17	6868	0.294216277750709	0.00547719378089663
ADAM19	8728	1.17113840521461	0.000444992348604633
ADAM1A	8759	-0.671445272015375	5.30593325753592e-06
ADAM22	53616	-0.486087965165375	0.0345823185981537
ADAM28	10863	0.252382234622386	0.310626647843556
ADAM33	80332	0.604700041209796	0.067855662791192
ADAM8	101	1.39588427048247	5.70036238304744e-05
ADAM9	8754	0.894100205114596	1.33171192070001e-15
ADAMDEC1	27299	-0.921043780211598	0.00097006605224144
ADAMTS1	9510	1.04006070426818	0.000512119298916955
ADAMTS10	81794	0.658624335714491	0.0404680586192282
ADAMTS12	81792	2.10459357847599	8.04980626557397e-08
ADAMTS13	11093	-0.645655334800707	0.00177941942210553
ADAMTS14	140766	0.822927502074061	0.0032364752992949
ADAMTS15	170689	0.856760967468762	0.000922424189594249
ADAMTS17	170691	-0.231776377747102	0.218234054873205
ADAMTS2	9509	2.0410491994188	1.09202413685508e-06
ADAMTS4	9507	3.92562484507923	3.26652364194205e-14
ADAMTS5	11096	1.24685289981903	4.40489799047771e-05
ADAMTS7	11173	1.30530278297676	1.24243800381316e-05
ADAMTS9	56999	1.85013345049351	7.60021715591684e-11
ADAMTSL1	92949	-0.654981314125609	0.0034468104056759
ADAMTSL3	57188	-0.408557113491466	0.139103328320355
ADAMTSL4	54507	0.333993943977204	0.223954820806074
ADAMTSL5	339366	0.264104674530066	0.248247516540334
ADAP1	11033	-0.572105922455715	0.00829628048575861
ADAP2	55803	0.196914675755394	0.25413715328644
ADAR	103	0.31423047920395	4.07047263267923e-05
ADARB1	104	0.641129295276841	0.00270117798243909
ADAT1	23536	0.250117332021046	0.00171096870485503
ADAT2	134637	-0.245547833905999	0.109730201030393
ADCK1	57143	-0.0925078763096609	0.221617938585416
ADCK2	90956	-0.295879223334536	0.00293154321410899
ADCK5	203054	-0.103034991615695	0.407614578286712
ADCY1	107	0.100812940197601	0.534117647090275
ADCY10P1	221442	-0.52878756469086	0.00459875908839746
ADCY3	109	0.175918408039426	0.268494217179497
ADCY4	196883	0.837067920206449	0.000122228483522851
ADCY5	111	-0.396814826077554	0.0512773140884085
ADCY6	112	-0.450573532657677	0.000445173800689528
ADCY7	113	0.352512318516892	0.11760810684942
ADCY9	115	-0.366260183413442	0.0259081048060782
ADD3	120	-0.502994388559709	2.19158077118383e-05
ADH1B	125	0.194106789547736	0.523975718377832
ADH1C	126	-1.05642286086924	0.000208740197288794
ADH5	128	-0.164467028971282	0.0160677333172923
ADH6	130	-0.573384283647537	0.00647495762413023
ADHFE1	137872	-0.928171934389783	1.23918041953734e-05
ADI1	55256	-0.281229018911719	0.00352078518655861
ADIPOR1	51094	0.125822133332399	0.0132620830785294
ADIPOR2	79602	-0.0683825913191664	0.418165134745383
ADIRF	10974	-1.49023903267873	1.1608868677222e-07
ADK	132	0.222674266365714	0.0280194134702855
ADM	133	1.47984564113787	5.62472061700816e-07
ADM2	79924	1.07063036299709	4.19952301967941e-10
ADNP	23394	-0.152120203773827	0.0169390328517204
ADNP2	22850	0.117445767828459	0.00875258401596038
ADO	84890	0.0745474642185013	0.303374426313995
ADORA2B	136	0.482069362242004	0.0954527307000758
ADORA3	140	-0.400948215902389	0.0918464072696634
ADPGK	83440	0.216037201016522	0.0574798354260355
ADPRH	141	0.788909769009299	0.00182878539344283
ADPRHL1	113622	-1.01243460078709	9.07915074359332e-08
ADPRM	56985	-0.0755188030981007	0.413799995096066
ADRA2A	150	1.06124053915234	5.79208352501036e-06
ADRB1	153	-0.296707521629247	0.363896469455891
ADRB2	154	0.289436531890352	0.206516202618452
ADRM1	11047	0.205523897842239	0.132663372376948
ADSL	158	0.0663927053562028	0.371949065988921
ADTRP	84830	0.162363377661912	0.303343136383813
AEBP1	165	0.972370864267834	0.00143496738932201
AEN	64782	0.520158165141796	0.000604030979028481
AFAP1-AS1	84740	4.88966111024591	1.43210792639372e-11
AFAP1L1	134265	1.05352155074244	3.24548782185172e-06
AFAP1L2	84632	0.635463494484376	5.8347065216941e-08
AFF1	4299	-0.178245366096573	0.0398172701517025
AFF2	2334	0.866162014154961	0.0873779777193513
AFF4	27125	0.0672706861260973	0.398928946361148
AFG3L2	10939	-0.419203354515309	2.22428682308357e-05
AFMID	125061	0.140072906222289	0.0483596204037076
AFTPH	54812	-0.126483374087943	0.0171477278291699
AGA	175	0.0816775955700201	0.336239238997591
AGAP1	116987	-0.398786428088835	0.00215192823009559
AGAP2	116986	0.632786895873906	0.0226561995027755
AGBL5	60509	-0.315165589452267	4.28366755152404e-05
AGER	177	0.692091697816993	0.0196523209545513
AGFG1	3267	0.126302590932227	0.0532791878618994
AGFG2	3268	-0.47486842248895	0.000362509702671315
AGK	55750	0.0800256285059218	0.306056960163686
AGMO	392636	-1.46809259517927	5.49077459977851e-05
AGO1	26523	-0.224255338041554	0.0108669096278308
AGO2	27161	0.616299988143932	1.17364097545695e-06
AGPAT1	10554	-0.213181950595697	0.011076868500446
AGPAT2	10555	-0.261982005435609	0.153989559849874
AGPAT3	56894	-0.205465552602429	0.0192479917611151
AGPAT4	56895	1.42513851527652	4.60783133019686e-07
AGPS	8540	0.0930503648941182	0.206242007654676
AGR2	10551	0.653274549428958	0.00520998517559019
AGR3	155465	-0.186512349565856	0.285434800010018
AGRN	375790	0.48619971524406	0.00776187477931255
AGT	183	1.69665472386278	2.37698165332012e-06
AGTPBP1	23287	0.339206764970035	0.00261222223251434
AGTRAP	57085	0.654489704840322	0.000227355114160574
AGXT2	64902	-3.33574215649375	4.66545496581e-09
AHCY	191	0.100503583880318	0.188249044210283
AHCYL1	10768	0.0845044879156659	0.180845899200717
AHCYL2	23382	-0.466447567832989	0.0228849456477667
AHI1	54806	0.0694413865431667	0.517087476176222
AHNAK	79026	-0.164022120590199	0.27387797354936
AHNAK2	113146	0.846386580013778	0.00385406852794049
AHR	196	0.480924610267759	0.00121385511472306
AHSA1	10598	-0.130820548337631	0.0612111586435271
AICDA	57379	1.67213694019649	0.0091375814888481
AIDA	64853	0.277190880646108	0.00345939327538111
AIF1	199	0.509363538129946	0.0628154038245017
AIF1L	83543	0.626320133214325	0.00208364470777025
AIFM1	9131	-0.0789852351824711	0.323780883089877
AIFM2	84883	0.169500675918204	0.13564956748013
AIFM3	150209	-0.608156233672832	0.0513380770446666
AIG1	51390	-0.235069556801949	0.0758283679849928
AIM2	9447	1.31630565942627	0.00179545122974553
AIMP2	7965	-0.184236033273175	0.0459514754737255
AJUBA	84962	1.03708751149801	1.72375873964882e-06
AK1	203	-0.222053077574362	0.397745805153962
AK2	204	-0.0994446035576754	0.0893579562310644
AK3	50808	-0.32736362738568	0.000702234415306067
AK4	205	-0.297844647122897	0.244050402690545
AK7	122481	1.00321397533127	2.65316673817467e-09
AKAP1	8165	-0.458713279214178	0.000215094516997856
AKAP12	9590	0.234463121112578	0.292830753482198
AKAP13	11214	0.0926313793189641	0.32987936165671
AKAP17A	8227	0.225007883066759	0.0445595465777724
AKAP5	9495	-0.155599950685014	0.233892356922341
AKAP6	9472	-0.612075716632027	0.0016650186239634
AKAP7	9465	-0.831709874023087	1.04556632450178e-07
AKAP9	10142	-0.44752121208444	0.00464049957378722
AKIP1	56672	0.231779861568152	0.00750069857739319
AKIRIN2	55122	0.70964666311763	1.08982085435947e-07
AKNA	80709	0.27598369884158	0.134480098136358
AKR1A1	10327	0.15388141117263	0.125890663634015
AKR1B1	231	0.423160318621862	0.0783573506282468
AKR1C1	1645	0.608006031938064	0.109100017278869
AKR7A2	8574	-0.249554337646285	0.00587131203065728
AKR7A3	22977	-0.196509379717045	0.340897115593445
AKR7L	246181	-0.619409384078498	0.0138086496180426
AKT2	208	0.141199346832102	0.0414428290510963
AKT3	10000	0.670861059599979	0.00646901184246471
AKTIP	64400	-0.204516144599006	0.0232276992885385
ALAD	210	-0.595837981932937	1.30816904916382e-07
ALAS1	211	0.35966883937755	0.000990007580053736
ALCAM	214	0.413188805822426	8.65054299997926e-05
ALDH16A1	126133	0.186281824254618	0.220732220543166
ALDH18A1	5832	-0.375754474490636	0.00255009883186976
ALDH1A1	216	-0.594214895853506	0.000189528095047655
ALDH1A2	8854	2.60433627108311	4.79059909573824e-07
ALDH1A3	220	0.270244883046299	0.27466522631784
ALDH1B1	219	-0.147248685952483	0.224860605840746
ALDH1L1	10840	0.780350869055739	0.0162612159007155
ALDH1L2	160428	0.986434858919728	0.000597931893072154
ALDH2	217	0.156335005185936	0.106698271291287
ALDH3A1	218	-0.202321533282233	0.438129283357565
ALDH3B1	221	0.242664009451624	0.129500637477046
ALDH4A1	8659	0.746143040383968	3.91799038090867e-07
ALDH5A1	7915	-0.876689672235935	3.24278048409535e-11
ALDH6A1	4329	-0.290822936486459	0.0697678249757406
ALDH9A1	223	-0.277972082117338	4.32448068361454e-05
ALDOA	226	0.189437243696628	0.0882117783611149
ALDOB	229	-3.03919580993549	1.13115948572849e-08
ALDOC	230	-0.832930330227841	0.000978710192267245
ALG1	56052	0.102949217531902	0.125364559073826
ALG10	84920	0.258010022159107	0.00680977452730689
ALG12	79087	0.0643554547810257	0.357047290313406
ALG13	79868	0.0932991663497195	0.206458535917652
ALG14	199857	-0.0593206896028829	0.431611832587748
ALG2	85365	0.216623018326569	0.000185732180071763
ALG5	29880	0.236261469719225	0.000991595192342407
ALG9	79796	0.054115063023077	0.237731785044496
ALKBH1	8846	-0.0687910069423943	0.178770777023135
ALKBH4	54784	-0.270925115249587	0.00147469486550418
ALKBH7	84266	-0.670779327291654	0.00010601586021116
ALOX15	246	1.87047359872097	3.28837264164609e-07
ALOX5	240	0.837980839286075	0.00315895176962736
ALOX5AP	241	0.614349204973305	0.00809795877057345
ALPI	248	-1.52305627610012	1.78994208991869e-06
ALPK1	80216	0.238802713612736	0.0109078291690438
ALPK2	115701	1.28093976981782	0.0140523271545523
ALPK3	57538	0.455174170162178	0.0484067297009016
ALPL	249	2.52021705490215	1.79453998360372e-08
ALS2	57679	0.141439549575823	0.149766474295375
ALS2CL	259173	0.180940713762732	0.278663311482318
ALYREF	10189	0.244051040208394	0.0325876498636907
AMBRA1	55626	0.0614825847029113	0.276665219613052
AMD1	262	0.238842040540225	0.00695649608708174
AMDHD2	51005	-0.221456967417914	0.15859520555866
AMER1	139285	0.0799927423331856	0.375922828451793
AMIGO1	57463	-0.202105034942923	0.318030740378306
AMIGO2	347902	-0.242420219943137	0.151282802702656
AMMECR1	9949	0.392607765810244	1.40322923231479e-07
AMN	81693	-0.514143552495225	0.0732373415259807
AMN1	196394	0.176095862594804	0.191254591673275
AMOT	154796	0.528137085132769	0.000785559986210829
AMOTL1	154810	0.52248904957295	0.0245813098157048
AMOTL2	51421	0.577057020649198	3.85469924098059e-06
AMPD1	270	-0.542437474939496	0.124903757546043
AMPD2	271	0.224804555451199	0.0783792994332311
AMPD3	272	0.355980897042921	0.056078088394861
AMT	275	-0.788344865331646	1.16903728075849e-07
AMY2B	280	-0.343922571734348	0.147665291478458
AMZ2	51321	0.0995898673132676	0.210508946419626
AMZ2P1	201283	-0.229989741329635	0.0649337646619755
ANAPC1	64682	0.0730211626047129	0.457825219294901
ANAPC10	10393	0.149844861780606	0.017992639609111
ANAPC11	51529	-0.0734128517846974	0.440286698414368
ANAPC13	25847	0.0583947866948976	0.325987061183443
ANAPC15	25906	-0.0871718737224279	0.292609268386795
ANAPC16	119504	-0.0848959282021953	0.138456914360294
ANAPC7	51434	0.0633391385952095	0.455079235075689
ANG	283	-0.277618583871563	0.0653059654458075
ANGEL1	23357	0.117350308038072	0.241996143657997
ANGPT1	284	-0.350467944014603	0.233772997545036
ANGPT2	285	2.1388880876541	1.0866168225156e-10
ANGPTL1	9068	-0.948970402469126	0.0018454651561218
ANGPTL2	23452	2.09567813292467	7.158668072407e-08
ANGPTL4	51129	2.21115990625093	2.13934438312657e-07
ANK1	286	1.51772931764905	0.000122015802349093
ANK3	288	-0.750617226104398	0.000284763730138909
ANKAR	150709	-0.132378112322624	0.344465218040973
ANKDD1A	348094	0.557389269238013	0.048733047842355
ANKDD1B	728780	-0.394016338796041	0.10824896735025
ANKH	56172	-0.544317226859141	4.47222616870271e-06
ANKLE2	23141	0.134347783369249	0.118424774068632
ANKMY1	51281	-0.160735153922411	0.0781497931007086
ANKMY2	57037	-0.370183398664258	7.10668302428976e-05
ANKRD10	55608	0.0874762210360865	0.399963743583514
ANKRD13A	88455	-0.080926995235216	0.401204093490041
ANKRD13D	338692	0.541347438769213	0.0105481897530521
ANKRD16	54522	-0.173604684358627	0.0905568345984599
ANKRD17	26057	-0.0725801875103072	0.235704693742781
ANKRD20A5P	440482	0.276643424631683	0.153965210665491
ANKRD22	118932	1.65551738421929	1.7617425938596e-07
ANKRD27	84079	-0.307141621354514	2.23577402635421e-05
ANKRD28	23243	0.0539130626235485	0.406987035591002
ANKRD36	375248	0.373528002968694	0.0648809476119247
ANKRD36BP2	645784	1.39434218871772	0.000196604975148522
ANKRD37	353322	0.481162094159448	0.00405554164199023
ANKRD44	91526	0.723260990748065	0.0125062195300347
ANKRD46	157567	-0.263231403147827	0.0147854455783167
ANKRD50	57182	0.0659007436068478	0.539033722688316
ANKRD54	129138	-0.171834237566616	0.0168730969589265
ANKRD6	22881	0.165624432040456	0.465336161511342
ANKRD9	122416	-0.730691448164521	0.000110055403452119
ANKS3	124401	-0.177715482724046	0.189561168577572
ANKS4B	257629	-0.240071317906129	0.18400451698567
ANKS6	203286	-0.0713704491920985	0.431898602599159
ANLN	54443	0.995232491254239	1.28660253528676e-07
ANO1	55107	0.332667668257004	0.104108556227559
ANO10	55129	-0.361102525354893	0.00223775280393221
ANO5	203859	-0.938963277677771	8.94494625299487e-05
ANO7	50636	-0.525991612523704	0.0145145241388131
ANO8	57719	0.368104237148598	0.0148706962694692
ANP32A	8125	-0.156357429189548	0.00206591919607749
ANP32E	81611	0.48653431428379	0.000379078181803925
ANPEP	290	-1.26257247137538	0.0136989220171472
ANTXR1	84168	0.627516279448473	0.0197344469477756
ANXA1	301	2.23386155857098	1.0218978672912e-12
ANXA10	11199	4.31747003027121	4.77622541801469e-08
ANXA11	311	0.0573540401972217	0.453307995363864
ANXA13	312	-0.841183429446107	0.000540820514941968
ANXA2	302	0.816608045736695	1.91174939453198e-09
ANXA2P2	304	0.888082579797042	2.09440591369814e-07
ANXA2R	389289	0.615379022397589	0.0371118880528837
ANXA3	306	0.716091472161106	0.000177466758437549
ANXA4	307	0.596909492577744	4.25828143890699e-06
ANXA5	308	0.852665696627714	2.14213872068653e-06
ANXA6	309	0.635559347804896	0.01271395168778
ANXA7	310	0.221017212279844	6.63684301627505e-05
AOAH	313	0.156847348644642	0.383497964462025
AOC1	26	-0.361510775504403	0.0708022082653569
AOX1	316	1.47471375428772	0.00108575643929112
AP1AR	55435	-0.151790055186099	0.245089467558744
AP1B1	162	0.0653361564401656	0.334055992379536
AP1G1	164	0.0917912990088046	0.0752648240842686
AP1G2	8906	0.12790996509362	0.162834590054259
AP1M1	8907	0.310344741031674	0.0208990901196606
AP1M2	10053	-0.127633359297347	0.398116485798889
AP1S2	8905	0.427824236161666	0.0197689226908218
AP1S3	130340	0.601150826970545	3.7724807899447e-07
AP2A1	160	0.209629168232225	0.0113286914193585
AP2A2	161	-0.23142658470739	2.1921010011376e-05
AP2B1	163	0.290190176964625	2.272335049074e-05
AP3B1	8546	0.238545231657253	2.26089947182286e-05
AP3D1	8943	0.339302714897348	1.78699820438133e-06
AP3M1	26985	0.0738695939153406	0.119814338498969
AP3S1	1176	0.117331631810724	0.204215565504712
AP3S2	10239	-0.578433664336625	5.84193163953775e-06
AP4B1	10717	0.314584486750794	1.99796952499203e-06
AP4E1	23431	0.158633661804167	0.0301692873529305
AP4M1	9179	-0.120089568736678	0.0481411205907052
AP5M1	55745	-0.117717565256089	0.12245679631648
AP5S1	55317	0.102354671825786	0.235790298780332
AP5Z1	9907	0.074547592467871	0.56656804190368
APAF1	317	0.265661283483398	0.00106337119792539
APBA1	320	-0.835735042250908	1.439461820759e-06
APBA2	321	1.14647812492245	0.000375350001208812
APBB1IP	54518	0.683431763421054	0.0209245136639494
APBB2	323	0.220616143837791	0.0154289356554496
APC	324	-0.116978023257525	0.249934500496429
APCDD1	147495	0.664283477875968	0.00884733803625959
APEX1	328	-0.100171235547486	0.169354260164007
APEX2	27301	0.0717397596541686	0.174156303433782
APH1A	51107	-0.173995967683956	0.000947131630547228
APH1B	83464	0.21850792984951	0.164556287267246
APIP	51074	1.36024779886709	1.88694406107509e-15
APLNR	187	0.857507273339074	0.00142881725513461
APLP2	334	-0.259470141508755	0.00575850165450167
APMAP	57136	0.212698485343704	0.0113002132368811
APOA1	335	-4.40744945213662	4.39322349994439e-10
APOA4	337	-4.24861928344005	5.25755751397235e-10
APOB	338	-5.1032057374499	5.99818839787594e-17
APOBEC1	339	0.567105319515983	0.17444455901468
APOBEC3A	200315	3.16580636155029	8.27221863213425e-08
APOBEC3B	9582	-0.839583252934251	7.98985778559651e-05
APOBEC3C	27350	-0.627187411926934	0.00102020492995591
APOBEC3F	200316	0.408097192981894	0.0755043305126016
APOBEC3G	60489	0.99064553648082	0.00038642639556321
APOBR	55911	-0.175121179050471	0.235421349928312
APOC1	341	0.344762417107614	0.333477925803579
APOC3	345	-4.17619701710387	4.5084761243532e-10
APOE	348	0.211470377754765	0.504727620499199
APOL1	8542	2.20230207750772	8.71277177299527e-20
APOL2	23780	1.35002005169178	1.83510287732007e-13
APOL3	80833	1.15198872933095	1.43972883195276e-05
APOL4	80832	0.942548297951448	0.000841545126241787
APOL6	80830	0.690833728975803	1.47919053984144e-07
APOLD1	81575	0.987011186274143	0.000261285554160514
APOM	55937	-0.509159883612235	0.0301145279722876
APOO	79135	-0.180083301229025	0.00705117694397707
APOOL	139322	-0.0939875889900136	0.456143956841135
APP	351	-0.132366559347734	0.164555638868344
APPBP2	10513	-0.0624532173470528	0.260409982688153
APPL1	26060	-0.396590378139112	9.11286697085685e-05
APPL2	55198	-0.584013252863489	0.000259654370086871
APRT	353	-0.0918131714683385	0.485177922327539
AQP1	358	-0.320552342824211	0.0839972384174866
AQP11	282679	-1.18947757141435	9.83604939212941e-07
AQP7	364	-1.57083442077932	2.89860144982738e-06
AQP8	343	-1.78341275177889	0.0136810090661433
AQP9	366	7.59858156701252	2.0385051755188e-22
AQR	9716	0.05957744753024	0.334094110280043
ARAF	369	-0.191839670771382	0.000477235635443494
ARAP1	116985	0.076821390452242	0.487838925353268
ARAP2	116984	0.403123951803252	0.000962533317571658
ARCN1	372	0.201827693441053	0.000108503033939224
ARF1	375	0.13836195112912	0.0159794653330586
ARF4	378	0.237577717691765	0.011132230466613
ARF5	381	-0.106424723912073	0.165703557770069
ARF6	382	0.0768987277171408	0.130650958028258
ARFGAP1	55738	0.317230874933591	0.000518728436716643
ARFGAP2	84364	-0.104860896246804	0.00677978712361322
ARFGAP3	26286	0.785563372296499	1.81005855569672e-10
ARFGEF1	10565	-0.0579776853526647	0.397105113375607
ARFGEF2	10564	0.115907080749795	0.115478118249521
ARFIP2	23647	-0.0659700615358824	0.371654195775424
ARFRP1	10139	-0.175039608400793	0.0479585823124035
ARHGAP1	392	0.236904482883308	5.79518658574672e-06
ARHGAP10	79658	0.218303602968285	0.279632280372105
ARHGAP11A	9824	0.716620930846294	1.28500538562719e-05
ARHGAP11B	89839	0.320481768175317	0.0232729153055685
ARHGAP12	94134	-0.219871679856499	0.00925394091077857
ARHGAP15	55843	0.523485478259621	0.0627940532850659
ARHGAP17	55114	0.0569585858253375	0.369233905656005
ARHGAP18	93663	-0.113786172093425	0.312345375075448
ARHGAP19	84986	0.178825985226647	0.107977141898344
ARHGAP20	57569	-0.172954240486297	0.425750983449894
ARHGAP21	57584	0.0745565123097377	0.424178189740668
ARHGAP23	57636	1.07189307599784	6.69481104365522e-05
